,index,sentiment,cleaned_message
440,461,Bullish,baba be smart money turn to china to wait out the uncertain market baba be of the few bullish smart money trade this morning with over in premium expire tomorrow find on
441,462,Bullish,baba httpstfipostcomchinaneveropeneditseconomytoworldanditispayingthepricebybeingleftatthemercyofthefreeworld
442,463,Bullish,baba come on baba do not follow apple that be still in correction mode you be play catch up to the rest of the blue chip
443,464,Bullish,spy slqt tsla baba select quote smoke the earning and guidance fire fire rocket rocket
444,465,Bullish,add more of baba to new high to confirm
445,466,Bullish,baba slowly back to
446,467,Bullish,baba will see nice steady upwards movement whole day
447,468,Bullish,baba baba what can happen the price didnt break the support resistance zone and can start rise from this place
448,469,Bullish,srne nflx gld baba gld whitemediumstar whitemediumstar whitemediumstar whitemediumstar unitedstates unitedstates unitedstate whitemediumstar whitemediumstar whitemediumstar whitemediumstar my good stock ever backhandindexpointingup backhandindexpointingup backhandindexpointingup backhandindexpointingup reverse confirm unitedstates flexedbicep flexedbicep unitedstate unitedstate
449,470,Bullish,baba i think this be everyones new favorite trade market good job this company have strong
450,471,Bullish,dada bears in trouble baba jd bb spy
451,472,Bullish,baba oppenheimer pt your little brother be come ant ant financial cowboyhatface
452,474,Bullish,baba sept rd that be right go up buck get everyone to sell put move to call than drop buck let 's do that reverse today
453,475,Bullish,china never fail me still hold early with baba nio next be qd
454,476,Bullish,baba own of ant the ipo will catapult baba to new high in short time
455,477,Bullish,i hope they blow fundamental out the water and give us the full recovery from this crash in day spy qq aapl baba
456,478,Bullish,hht any day now til the institutions big chinese investor take notice perhaps jack ma tencent china be also know to back their homegrown company such as nio and baba only up from here rocket clinkingglasse to the ground floor
457,479,Bullish,baba jd tcehy look pretty nice this morning in hk as of am alibaba up hk jd com up hk tencent up hk
458,480,Bullish,baba people have very short memory talk about tariff bring this down after election the now prove fact be that tariffs bring everything down at home too not just china
459,481,Bullish,rh hate on china while you enjoy your luxury good spy rkt make in china baby baba
460,482,Bullish,baba people be go to miss out on something beautiful waste time look to short this look at apple tesla amazon google there may be correction at some point come but alibaba be homerun lady and gent unless tariff man be re elect and start mess with these chinese company
461,483,Bearish,baba in week time
462,484,Bullish,baba short cover end of day be exacly what that look like good news if i be right accumulation before up fed have pullback on market its not pop there swing trading it
463,485,Bullish,baba yeah dollar away in the last minute great
464,486,Bullish,baba by mid oct maybe early
465,487,Bullish,jd baba pdd best just jd reminder quarterly financial cny jun revenue net income diluted eps net profit margin
466,488,Bullish,baba we be look for up mouvement be patient
467,489,Bullish,baba check out sln just offer adr yesterday
468,490,Bullish,baba low volume
469,491,Bullish,baba trump just get nominate for nobel peace prize that mf will try to act like he gandhi for while and call it truce with china
470,492,Bullish,baba all in
471,493,Bullish,baba look like possble max pain price setting in flushedface clinkingglasses popcorn popcorn popcorn
472,494,Bullish,baba option buy on the bull side be spike premium thinkingface popcorn popcorn popcorn popcorn
473,495,Bullish,kweb should be bullish whenever baba complete ant financial hk ipo
474,496,Bullish,baba now if mkts can just hold together until we can get that ant financial ipo do
475,497,Bullish,srne ba baba nflx dis time to call all bull from my good stock ever backhandindexpointingup backhandindexpointingup backhandindexpointingup whitemediumstar whitemediumstar whitemediumstar trend change bull flat confirm back to with just pr flexedbicep unitedstate whitemediumstar whitemediumstar unitedstates flexedbiceps flexedbicep unitedstate whitemediumstar
476,498,Bullish,baba damn syrong as hell lol trade well than biotechs yo srne familia check out la baba look at month vould see reversal in the worx
477,499,Bullish,baba hedge in hard to the bullish side to lock in gainzz ill let the rest ride
478,501,Bullish,baba start my baba this morning hold my jd
479,502,Bullish,baba what nice consolidation daang wish have ton of money to buy this watch this for couple day see you at at least in couple day
480,503,Bullish,tsla this be an amazing opportunity to buy and hold the big movers but you have to hold when you panic sell you fail tsla aapl baba fb msft
481,504,Bullish,baba buy the dip well see
482,505,Bullish,baba decline volume on pb to day sma full send
483,506,Bullish,baba by eow
484,507,Bearish,baba need to break for put bear
485,508,Bullish,btcx im just go to quit watch this every day and check back in year when im rich peace
486,509,Bullish,btcx
487,510,Bullish,btcx volcano volcano volcano volcano volcano volcano
488,511,Bullish,btcx moonday
489,512,Bullish,btcx sq pypl nvda future be chipped dont financial dinosaur sauropod
490,513,Bullish,btcusd btcusd cryptocurrencies weekly sept bull strike back price steady move above with pric
491,514,Bearish,btcx spy dump incoming at am
492,515,Bullish,btcusd btc wohoo pip from the free trade i share with you this be an educational analytic content that wil
493,516,Bearish,btcx now i understand why so many people loose money trading be not about smart more about their inability to over ride human nature that propensity for irrationality
494,517,Bullish,btcx can see celo either reteste than go back down or i think were head to that would great move wanna see it
495,518,Bullish,btcx celo btc on bittrex and coinbase look promise the btc pair be green today can we keep up this momentum volume spike jus come in good morning trader
496,519,Bullish,btcusd btcusd wait for the breakout if the price will cross the mirror level and fix above you can open buy don
497,520,Bullish,btcx look like it be go to be great day okhand backhandindexpointingup money mouthface rocket hundredpoint
498,521,Bullish,btcx i love bitty gbtc premium bull pp
499,522,Bullish,btcx pro tip when the whale pump do not sell
500,524,Bullish,btcx stack bitty suck titty
501,525,Bullish,btcx time for the next rejection aka next leg down pleadingface backhandindexpointingright backhandindexpointingleft sparklingheart
502,526,Bullish,btcx bears still be pray the cme gap fill they about to get leave behind
503,527,Bearish,btcx come on bloody monday smilingfacewithheart eye
504,528,Bullish,btcx buy back in whew that be scary
505,529,Bearish,btcx fuck bitcoin sell all my coin
506,530,Bullish,for those who be not aim high enough because they think it would be quotimpossiblequot google start with employee in this garage yes it be garage office here in the silicon valley california now google have more than employee and just their numerous office be worth billion google generate currently in revenue per hour but do you know that larry page and sergei brin want to sell their whole little startup google to altavista for but the deal fail to finalize facewithtearsofjoy rollingonthefloorlaughing grinningfacewithsweat aapl tsla spy amd btcx
507,531,Bullish,btcusd btc short term trading idea anticipation
508,533,Bearish,btcx huge stretched gear flag
509,534,Bullish,btcx bitcoin have not even hit the stage where people hold percent of people be trade for beer money wait until supply be dry up flushedface
510,535,Bullish,btcx this guy really like to test my patience and emotion i be still bullish long term tho smilingfacewithsmilingeyes
511,536,Bullish,tsla let us open bitcoin hold up nice and yearn finance be recover yfi btcx
512,537,Bullish,btcx i be watch
513,538,Bullish,btcx take your loss over here water be nice dphc and lode both set up for move peanut collision eye
514,539,Bullish,btcx now look like an ok time to buy for quick trade
515,540,Bearish,btcx lmao
516,542,Bullish,btcx need more bull roll
517,543,Bullish,btcx incoming pump in coinbase hear the same giys who pumoe doge be pumoe celo to new high around over percent from here how fast can we make it happen
518,544,Bullish,man be i lucky or wat btcx
519,545,Bullish,btcx go to be nice run in celo run forest run manrunningselector
520,546,Bullish,btcx daily crossover on macd celousd
521,547,Bullish,btcx little something something for all those bear post just see
522,548,Bullish,xmrx btcx dxy
523,549,Bullish,btcx get close to the edge of the channel
524,550,Bullish,btcx etcx ltcx dogex yall do know that in the end there can only be just sayin
525,551,Bullish,btcx look at year chart look like year bull flag
526,552,Bullish,btcx yall always say wait till asia wake up but then nothing happen facewithtearsofjoy i be still hold tho
527,553,Bullish,btcx boring
528,554,Bullish,some fun ahead of great week let us be optimistic as i mention in my early post the unjustified plunge be solely cause by an overreaction to the stimulus bill mishap so it be temporary it will go away soon many folk become digit figure rich this year and many fellow will follow them this year too aapl tsla spy amd btcx
529,555,Bullish,btcx ready for the next leg down pleadingface backhandindexpointingright backhandindexpointingleft
530,556,Bearish,btcx imagine lose your money daily
531,557,Bearish,btcx mcdonalds move fast than this shit how ridiculous put your money on tesla if you want wild ride this turd be toast
532,558,Bearish,oxtx look like strong dump be come soon and then back to could be if btcx go to level
533,559,Bullish,btcx absolutly boring
534,560,Bullish,btcx all those lousy prediction on here this weekend smh i wish this wasnt the internet and we could just come in on you guy like
535,561,Bearish,btcx ethx
536,562,Bullish,lendx btcx ethx
537,563,Bullish,btcx up from here boy
538,564,Bearish,btcx in downtrend trade wisely
539,565,Bearish,btcx do not buy any bitcoin for while confusing downtrend be come up
540,566,Bullish,btcx hold long chartincreasing moneybag checkmark
541,567,Bullish,btcx last down week
542,568,Bullish,btcx noah get to the ark
543,569,Bullish,btcx miners sell the moment they mine btc be add huge selling pressure hopefully the demand should meet this extra supply
544,570,Bullish,look to load big algox btcx linkx thought of oxtx kncx
545,571,Bullish,btcx do anyone have link with how many coin each exchange have be that info out there somewhere on page thank
546,572,Bearish,btcx its be while damp eet
547,573,Bullish,btcx thinkingface
548,574,Bullish,btcx soo i think its go to crash and i be always wrong so i just buy more holding
549,576,Bullish,btcx interesting week ahead still plot on for december whale out wavinghandlightskintone
550,578,Bearish,btcx bearish harmonic see at
551,579,Bullish,btcx bullish ihs
552,580,Bearish,btcx nasty bear flag
553,581,Bullish,btcx back to chartincreasingwithyen chartincreasingwithyen chartincreasingwithyen
554,583,Bullish,btcx within in day
555,584,Bullish,btcx hey fellow bot bot and shark and whale wally willy and marcus the bot pls update your api and attack level price in around day oct nov
556,585,Bullish,btcx eat happy day leave see the usd jump
557,586,Bullish,ethx great bottom btcx xmrx
558,587,Bearish,btcx to da moon thinkingface
559,588,Bearish,from tradingview idea ethx btcx trxx
560,589,Bearish,btcx ethx loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface dramatic drop in near future
561,590,Bullish,btcx they just do not get it bitcoin algorithm be design to drop to shake out weak hand and present buying opportunity for the one that know this and understand how bitcoin work bitty be the ultimate mind fuck its in the code hundredpoints hundredpoints hundredpoints
562,591,Bullish,btcx what shake out
563,592,Bullish,btcx dont tell me you panic sell into support manfacepalmingselector
564,593,Bullish,btcx total hash rate hit new ath today bitcoin be very much alive and well
565,594,Bullish,btcx close this fking cme gap already so we can go
566,595,Bearish,btcx with todays dump whale have effectively scare off many new investor i personally will play but ill never hold any crypto for long and ill be very reluctant to go to sleep while own crypto
567,596,Bullish,btcx when the price suddenly explode and you have not buy enough of the dip
568,597,Bullish,btcx buy shit ton at sub
569,598,Bullish,btcx you have to realize what not close the gap mean it mean theres no go back it put the fear of god into anyone who doesnt already have position it tell people bitcoin be wild and off the chain and it cant be hold down as oppose to people think that they can always wait and they should never buy so long as there be gap so what would you want if you be whale something that will never moon again or something that moon over and over with continual unending fomo that cant be stop
570,599,Bullish,btcx we will ever stay above
571,600,Bearish,btcx btw these crosse have be pretty good indicator daily krown give more in depth analysis on it funny he be little hesitant to call it cuz the cross isnt there yet on cme future yet and btc be up but its look real now and im sure tomorrow video will reflect that
572,601,Bullish,btcx slightly well perspective
573,602,Bearish,aapl btcx qq guy everything be flat and slowly bleed the us election be cause pause in the market until we be certain who go to win
574,603,Bullish,btcx look good bounce off the downtrend line be my reason
575,604,Bullish,xmrx btcx monero be what first time bitcoiner think they re buy when they buy bitcoin smilingfacewithheart eye sweatdroplet fire victoryhandselector smilingfacewithsunglasse
576,605,Bearish,btcx i lose buck i hope bitcoin go to hell
577,606,Bearish,btcx ethx loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface loudlycryingface
578,607,Bullish,btcx scalper possible jump
579,608,Bullish,btcx sell my short postion fuck it add to my long possible jump up possible be support
580,609,Bullish,ethx btcx imagine how pissed the illuminati be go to be when this nerd and an anonymous person be the rich ppl on the planet
581,610,Bearish,btcx ethx not financial advice but sorry guy seem like its well to go short
582,611,Bullish,btcx buy da dip
583,612,Bearish,btcx big dump come
584,613,Bearish,btcx bearish butterfly hit all target on the hr in more bullish condition these pattern wouldnt perform as well trend be your friend
585,614,Bearish,btcx what be once support be clearly resistance also bearish cross on daily wait for cme future to open but mr rangebound say its time to test again amazing buy opportunity in the future macro still fine
586,615,Bearish,btcx
587,616,Bullish,stsa we could wake up to fda reversal approve by fda it have happen beforespy djia btcx spaq
588,617,Bullish,btcx this be hope they get you to sell people promise gap will close and you sell your entire portfolio to catch the dip then yeet
589,618,Bullish,btcx now it just look like it have third major dip since the crash thats high than the other it can still fly
590,619,Bullish,btcx bear trap
591,620,Bullish,btcx not on the moon yet will check back next week rocket
592,621,Bullish,btcx thank you crypto god for keep btc around for so long i have be load my boat more and more every week
593,622,Bullish,btcx china want to pump it and some jerk bag americans be force price action down let 's go china china
594,623,Bullish,btcx this be get ridiculous personfacepalminglightskintone
595,624,Bullish,btcx adax until the other of people wake up to the fact that crypto be the answer to many if not most of society ill we will remain little more than pocket to be pick by criminal whale and crooked exchange that say do not be weak hand for all you know crypto may day become the only asset that anyone will trust to hold extrinsic value to say nothing of the intrinsic use case value that the well one will have within their respective ecosystem know what you own and do not hand over your crypto to billionaire at loss
596,625,Bullish,btcx get up now
597,626,Bullish,btcx when you be sure it would be go up and now not so much grimacingface
598,627,Bearish,btcx go to be epic crash
599,628,Bullish,btcx the more time i spend on this app the more i realize youre all stupid and dont know anything you make radical prediction that hardly ever materialize truth be no know what anything be go to do you make guess and then pat yourself on the back when youre correct and its rare because its just that guess yall say this would die when it break bitcoin be year hold you spend way too much time analyze day to day trend thats retard grow up
600,630,Bullish,ethx btcx pls no more dip frowningfaceselector
601,631,Bullish,btcx cmon bull no closing below the weekly ma
602,632,Bullish,btcx i be not go to explain anything i be
603,633,Bearish,btcx yike soon
604,634,Bullish,btcx why be there so many weak bitcoin trader just allow it to go up we should be over by now
605,635,Bullish,btcx it be almost as if technical trader do not understand the fundamental concept of increase demand and fix supply oh well
606,636,Bearish,btcx breakout fail ks
607,637,Bullish,dotx decide to fly regardless of btcx that good sign
608,638,Bullish,btcx dissapointe look like few day more at these level say what you will but this feel like the big boy manipulate and loading up
609,639,Bullish,btcx cramer change mind welcome to the pack
610,640,Bullish,btcx month after last halving we be up this time we be up drum roll plz even if we dump to we be still right on target for our ath this year we be do just fine peep ahead of schedule
611,641,Bullish,btcusd btc usd day time frame btc usd day time frame
612,642,Bullish,btcx ethx xrpx good morning drinking coffee
613,643,Bearish,btcx play for the day buy at for quick bounce not touch this otherwise who like to lose money on game day
614,644,Bullish,btcx this dip be buy back
615,645,Bearish,btcx first target second potential target potentially additional downside not financial or investment advice
616,646,Bullish,btcx quoteverything be backwards everything be upside down doctor destroy health lawyer destroy justice government destroy freedom the medium destroy information university destroy knowledge religion destroy spirituality there be something go on here there be more to knowquot david ike
617,647,Bullish,btcx linkx ethx what be the most secure wallet out there besides cold storage
618,648,Bullish,btcusd btc update not exciting but still ok hello we have rejection after the th attempt to break level as
619,649,Bearish,btcx that pump yesterday have be completely eliminate and btc have leave off where it start friday
620,650,Bullish,btcx could be short term bearish til october eoy be the goal for moneybag moneybag moneybag
621,651,Bearish,btc
622,652,Bullish,btcx after all these year still tank fast than when it go up how do these whale sync their dump
623,653,Bearish,btcx just let it go to already and stop the nonsense you have be play these game for month straight
624,654,Bullish,btcx come on bitty hurry up and moon before judy come and kick your ass
625,655,Bullish,btcx this be so boring to watch
626,656,Bullish,btcx potential inverse bart within potential inverse bart bartception
627,657,Bullish,btcx new revolutionary equation have prove that all bear be enormous cunt abacus openbook memo
628,658,Bullish,btcx just keep buy dip and hodl
629,659,Bullish,btcx buy
630,660,Bullish,btcx ethx trxx go to the moon grinningfacewithsmilingeyes
631,661,Bearish,btcx sell btc test next
632,662,Bullish,shop spy nflx fb zm good moving in pre market chartincreasing moneybag checkmark
633,663,Bearish,fb eow
634,664,Bearish,fb current month source ir fb
635,665,Bullish,fb unstoppable
636,666,Bearish,fb fasten your seat belt deterioration accelerate source ir fb
637,667,Bearish,fb market cap market add for no apparent reason
638,669,Bullish,fb this be go up nobody be get tiktok
639,670,Bearish,spy fb futures will follow the pattern of these day and fade before opening
640,671,Bearish,fb oracle win tiktok over microsoft in trump urge bid denver post
641,672,Bearish,fb march setup
642,673,Bullish,aapl tsla msft fb amd screw all clownface bearface bearface bearface huggingface smilingfacewithhalo
643,674,Bullish,fb tiktok sale rocket china rocket china rocket china
644,675,Bearish,fb censor
645,676,Bullish,orcl think of all the earning and revenue flow like with fb and twtr massive entry of orcl into social networking and ad revenue this be goldmine huge play will go beyond in the next week and will be big play than crm and the next to be include in amp and dow
646,677,Bullish,fb dphc and lode both set up for move do not sleep on these money mouthface peanut collision eye
647,678,Bullish,tsla amzn fb zm ba all look solid and part of our game plan this week
648,679,Bullish,fb look for this to break the day sma tomorrow
649,680,Bullish,fb catch by the ema on friday and the volume on the drop isnt convincing look to me like nice discount on call
650,681,Bearish,tqq spy fb tsla dont believe the future yet they take it up just to beat it down real big during the rest of the day sep th options expiry date they may bring it down real big next week
651,682,Bullish,orcl think if the revenue generation already their quarterly earning bf be high friday high be this be go above by end of the year have potential like crm and fb there will be lot of partnership and money flow get in early do not be leave out anything below should be reasonable if it stay there for whatever reason imo possible tomorrow
652,683,Bullish,msft lose this deal be good for fb too reels orcl get no algo just datum store and maybe piece of advertising facebook have all of the above
653,684,Bearish,fb fb good entry sell i be consultant for anyone who need consultant i see that fb corp will go down in few da
654,685,Bullish,fb buy the hell out of october call on the am dip glta
655,686,Bullish,fb hey peep this be just over couple week ago
656,687,Bullish,spy batman be back and i think he be try to say something fb
657,688,Bullish,fb tomorrow i will have dessert before breakfast
658,689,Bullish,fb sell off right into support facebook be start to look interesting here pull back quite bit on watch for the week full watchlist post on the site
659,690,Bullish,aapl msft nvda nflx fb wow future be rip hard vix be down more than money mouthface let 's go bull monday rocket rocket
660,691,Bearish,fb twtr nflx you awake yet fck facebook twitter netflix bigtech
661,692,Bearish,spy how snap fb with ig let tiktok from china take over social medium for the era now in the usa engineer and designer from the us focus to much time on onlyfan build thats why or try to create new similar we get to do well then that
662,693,Bullish,spy hurah aapl fb tsla dia
663,694,Bullish,fb the exclusively enterprise software company oracle buy consumer app tiktok the deal be see as make least common sense by investor super bullish for fb
664,695,Bullish,fb so bullish tomorrow tik tok for oracle be good for fb
665,696,Bullish,msft fb loading fb tomorrow low selling volume over past several day indicate an imminent break out i own both but will add fb more tomorrow morning this will act as the breakout catalyst
666,697,Bullish,fb no tiktok for msft bullish news for fb
667,698,Bullish,fb i ve be write this weekend on stocktwit about this deal not go thru in my opinion ig be scaredmoneyteam twitter be capitalscare
668,699,Bullish,fb aapl msft
669,700,Bullish,fb microsoft out of tictoc oracle leave to only purchase do this move fb stock
670,701,Bullish,spy fb nflx aapl dia star strike unitedstate
671,702,Bullish,fb look at those futures
672,703,Bearish,amzn still bearish on amazon bullish on aapl tsla who know i still think the big boy take dow to to secure trump aapl tsla fb facebook be still joke
673,704,Bullish,ba time to load up on boeing aapl tsla fb amzn do not wait for tech it will be trade sideways for while
674,705,Bullish,fb eow prediction
675,706,Bullish,top stock by market cap aapl amzn msft googl fb full leaderboard gt
676,707,Bullish,fb i be think about buy september expiration call any thought appreciated good luck to all
677,708,Bearish,fb monday
678,709,Bullish,fb fb facebook pick up momentum on fib level facebook find support on fib level which line up
679,710,Bullish,aapl fb pypl msft twtr you should comment here as much as you can cause comment here be those who move stock up and down
680,711,Bullish,fb qq spy dia ndx unitedstates star struck
681,712,Bullish,gg megacap buy wk fb amzn msft nvda aapl hd baba wmt growthstock stock finance investment
682,713,Bearish,fb sampp gain be drive by apple amazon microsoft alphabet and facebook cnn on msn besides loop
683,714,Bullish,fb bytedance will not sell the algorithm
684,715,Bullish,fb within week
685,716,Bearish,fb prepare for plunge source mary poppins returns movie
686,717,Bearish,fb eps be too small source mary poppins movie
687,718,Bullish,top by market cap aapl amzn msft googl fb full leaderboard gt
688,719,Bullish,bigc how do it not make sense for fb to acquire bigc change the landscape collision collision
689,720,Bullish,spy aapl fb nflx tsla can i get super duper gap up monday morning so sexy unreal
690,721,Bullish,spy let 's get super duper gap up on monday fb nflx dia nasdaq
691,722,Bearish,fb banks raise tech price target because they desperately want to sell tech stock
692,723,Bullish,smartoptions register unusual activity alert delayed fb call sept exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence
693,724,Bearish,fb forget the all time high it be too many step away source the steps movie
694,725,Bullish,fb facebook inc mn bullish crab for scalp as increase volume be present expecting price to hit target of crab
695,726,Bullish,dollarbanknote top active options dollarbanknote aapl tsla dkng nio fb
696,727,Bullish,fb facebook inc hr bullish alt bat price need to follow green trend line amp hit target if price break red trend li
697,728,Bearish,spy tsla fb be you the brain behind the cattle stampede source beetlejuice movie
698,729,Bullish,bigc this be an easy and very lucrative acquisition for fb collision collision
699,730,Bullish,googl fb twtr social delimma on nflx just make me more confident in my position
700,731,Bullish,fb buy fb monday fb be go to pop chinese govt will not allow force sale of tiktok to go through it would rather be remove this mean user will be force to switch to fb or inst this be base on reuter news today
701,732,Bearish,fb this be my next victim price target
702,733,Bullish,fb there be reaction on snap i be surprised no similar reaction on fb hope that change next week or i be up big time sleepingface
703,734,Bullish,fb snap twtr when tik tok do not sell by this tuesday facebook snap chat and twitter be go to print hard all time high should be come funny no react on friday but come monday and tuesday it be go to happen ig be scaredmoneyteam twitter be capitalscare not financial advice
704,735,Bullish,gindustry buy wk fb yy jd bidu internet content fdn kweb growthstock stock finance investment
705,736,Bearish,fb game over
706,737,Bullish,fb the bear have their fun it be time to take out them tranquilizer
707,738,Bearish,spy fb twtr ask someone to delete fb be like ask crackhead to put down the pipe my kid have flip phone when the site be free you be the product the whole business model be allow advertiser to manipulate you and analyze your entire life for profit outlaw fb twtr
708,739,Bullish,fb i be so horny to see that ret money mouthface money mouthface
709,740,Bullish,spy qq dia fb
710,741,Bullish,spy qq fb vaccine trial be back monday rally astrazeneca coronavirus vaccine clinical trial resume in uk after pause over safety concern
711,742,Bullish,fb just learn about this website today ive be on myspace this whole time know tell me they all come here
712,743,Bearish,fb twtr who watch the social dilemma pray for gen as well as everyone else who be addict to the cell phone today of the former executive on the show do not want their own child on the platform and be terrify of imminent civil war civilization collapse due to social manipulation by advertiser ai sell
713,744,Bullish,myt now allow customer to order directly from instagram slowly grow into lkncy with the help of fb teacupwithouthandle teacupwithouthandle
714,745,Bullish,fb i honestly still check facebook lot idk how they get pay though
715,746,Bullish,fb holding support need to bounce here weekly chart
716,747,Bearish,spy fb quotof course remember we buy putsquot source the addams family series
717,748,Bearish,fb quotbulls put your call down saturday step aside sunday surrender mondayquot
718,749,Bullish,palan this will be an interesting if they can get to the finish line and list already get some nice hit piece amp be scrutinize out the gate will only get bad as they will get fb like drubbing could create very nice buying opportunity crossedfingersmedium darkskintone
719,750,Bearish,fb spain seek to tax facebook google services as phone carriers bloomberg on msn
720,751,Bearish,fb facebook take legal action after irish regulator threaten to clamp down on transatlantic datum transfer cnbc
721,752,Bearish,fb facebook will limit ad volume to take more control of campaign management business insider
722,753,Bearish,fb stay tune
723,754,Bullish,quotquotstarted with down to back up to big thank to this community for alertsquotquot ba ba fb fb
724,755,Bullish,fb
725,756,Bullish,spaq nkla aapl tsla fb sup guy hope everyone be do well i do portfolio review on my channel if anyone be look for something to check out over the weekend hope all be well and lmk what you think i should add or take out
726,757,Bullish,trading be so much fun with and his group follow his ig if you would like to see our play and what we be up to eye just like this zm play from yesterday money mouthface aapl fb snap twtr
727,758,Bullish,aapl amzn tsla fb msft another tough day in the market hope you guy be all do alright i make video about my loss today and what i be do to prepare for monday buy bunch of apple share and apple call and pick up some amazon as well hope you guy enjoy and hopefully make you feel little bit well
728,759,Bullish,wmt msft aapl fb ual fucking dildo if next week be not green i be do down for this week on no bad news
729,760,Bullish,fb please let see again before er good money machine out
730,761,Bullish,fb all the gap be fill now it be about fundamental
731,762,Bearish,fb see you guy at where it hit resistance
732,763,Bearish,fb i would not want to hold this stock through the election
733,764,Bullish,fb bounce next week
734,765,Bullish,fb the quotchart masterquot honestly my year old have more sense then this always wrong idiot
735,766,Bullish,fb load up share at today i feel this level too compelling to miss next year this could touch
736,767,Bullish,fb laugh fb jumps to by wedne and get some big news on cripto
737,768,Bearish,fb okay bear be ready to compromise ready to throw in the towel buy at
738,769,Bearish,fb take the breakdown for the low stop before the low at in min they go over
739,770,Bullish,fb before eoy
740,771,Bullish,spy i be head to the local major intersection with my cardboard sign and paper cup will work for food pton fb spot
741,772,Bearish,fb open call today on this turd for next week cost each likely will dump hard on monday just to fuck me over
742,773,Bearish,fb show me your math
743,774,Bullish,fb hold pretty well these be fantastic level to go long
744,775,Bullish,fb otm oct call before the bell
745,776,Bullish,fb i expect ret very soon
746,777,Bullish,fb it want green
747,778,Bearish,fb trade idea oct put swing
748,779,Bullish,fb buy into close in case strong next week
749,780,Bullish,fb up
750,781,Bearish,fb
751,782,Bullish,fb decrease sell vol day over day set it up to explode up next week if nasdaq stay green obituary write for tik tok get in today msft aapl
752,783,Bearish,spy speak of fb yeah never mind momma always say quotif youve get nothing good to sayquot
753,784,Bullish,fb renn
754,785,Bullish,nkla add position at the low may be furious short covering next week milton raise issue with sec msft fb
755,786,Bullish,ba fb doc nvda qq correction on insider buying worth of boeing pre covid now ba low than boeing board of director insider buy
756,787,Bullish,spy nice reversal here aapl fb sq amd be ready to go back up now if you miss my option call alerts before follow my stocktwits account and join our free discord team through the link in my bio policecarlight moneybag heartsuitselector
757,789,Bearish,nkla hey bull twtr be on fire fire fire with trevor milton put the heat on him rollingonthefloorlaughing rollingonthefloorlaughing
758,790,Bullish,twtr the bull have this today
759,793,Bullish,orcl trend on twtr
760,794,Bullish,twtr there be piece of the market that must not be over look there be more people buy stock now than there ever have be in the history of the stock market in the beginning these new investors start purchase the popular stock make them very expensive now they have begin to educate themselves and realize they need to invest in the under valued stock like twtr energy and maybe even bank this be why the more expensive stock have begin to fall and the under value one be hold strong and will begin to climb higher for this reason i be very bullish on twtr
761,795,Bullish,twtr can we get tiktok now
762,797,Bullish,twtr be also the most influential social medium platform out there so undervalued stock guarantee
763,798,Bullish,twtr the good bridge between all the news outlet most people at my office be always check the news on twitter re rate of twitter will come need some improvement but we be on the good way
764,799,Bullish,twtr long heaven next
765,801,Bullish,twtr the firemen luna masking inside job
766,802,Bullish,twtr
767,804,Bearish,twtr everyone know that if trump be not elect no will use twitter anymore
768,806,Bullish,twtr take lot of market share from instachat snapface and tic tac toe
769,808,Bullish,twtr love it beamingfacewithsmilingeyes
770,809,Bullish,twtr below sma could retrace to
771,810,Bullish,twtr hold up quite well look for another bull run very soon
772,812,Bullish,twtr before eoy rocket rocket rocket rocket fire fire fire fire
773,813,Bullish,aapl twtr rocket rocket rocket rocket rocket next minute have good weekend stay long amp prosper amigos
774,814,Bearish,twtr amzn msft nflx fb putsforpedo pizza pizza pizza pizza pizza dropofblood dropofblood dropofblood
775,815,Bearish,twtr fb amzn dis oh damn i can not believe i forgot to add msft to the list of the stock twit sex offender list load them put and save the child pizza pizza pizza pizza pizza pizza pizza dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood
776,816,Bullish,twtr seem have good height
777,817,Bearish,twtr i see head and shoulder intraday how about you
778,818,Bullish,twtr tsla be red and twtr be green people be look for under value stock and they be find here with twtr
779,819,Bullish,twtr it want again so bad
780,820,Bullish,twtr lets stay positive during these time of uncertainty and reach that mark soon
781,821,Bullish,twtr let the bullish voice be hear
782,825,Bullish,twtr ltgt
783,831,Bullish,twtr way under value time for the bull to take control
784,832,Bearish,twtr fb amzn dis add nflx to the stock twit sex offender list they add child porn to their listing the list get big and big every day put these pedophile in the ground save the child pizza pizza pizza pizza pizza pizza pizza pizza pizza pizza pizza pizza pizza pizza pizza facewithsteamfromnose pizza dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood dropofblood
785,833,Bearish,twtr bad company ever create by man all it have do be deprive child of the opportunity of be name quottwitterquot i dont see this company go anywhere it will enter penny stock territory when people stop go to education camp on the east coast
786,834,Bearish,nflx freak twtr have also be promote the same crap for the last year
787,835,Bullish,twtr rocket rocket rocket rocket rocket
788,836,Bearish,twtr twitter and their censorship and their election meddling garbage and their commie infest board hope to live long enough to see bring to justice and face the firing squad for treason and sedition
